clean_text,Category,source
ไม่มีโอกาสได้กลับไปลองอีกสักที เพราะมัวแต่อดออมหยอดกระปุกหมูอยู่ 555 น้อง GB ชื่นชม อาหารไทยเป็นทุนเดิมพอสมควร หลายคนบอกว่า เห็นมันก็ชอบทุกอย่างแหละ 555 และคิดว่าควรจะต้องมาจัดร้านนี้ยัดลงในรีวิวสักวัน ร้านครัวสา รสจัดนั้น เปิดมา,ติชมอาหารและบริการ,wongnai_real
Brunch ประจำของที่บ้าน ชอบที่มีอาหารให้เลือกเยอะ พนักงานบริการดี แม้บรรยากาศจะดูวุ่นวายไปหน่อย แต่ก็ไม่ถือว่าเบียดนะ อาหารมาเติมเร็ว ส่วนตัวชอบ Foie Gras มาก ที่นี่ชิ้นใหญ่กว่าที่โรงแรมอื่นที่เคยไปมา ซอสที่ราดเป็นซอสมะม่วง ก็อร่อยดีนะ อีกอย่างที่ชอบคือข้าวเหนียวมะม่วง ที่นี่มะม่วงจะหวานตลอด ไม่เคยเจอมะม่วงเปรี้ยวเลย บางโรงแรมจะมีเปรี้ยวบ้าง แต่ที่นี่ไม่เคยเจอ โดยรวมประทับใจ ราคาถูกกว่าที่อื่นอีก,ติชมอาหารและบริการ,wongnai_real
เลยจะรีวิว อาหารอย่างอื่นแทน,ติชมอาหารและบริการ,wongnai_real
สุกี้แห้งหมู พิเศษเส้น วุ้นเส้นที่นี่เหนียวนุ่มดี ทานคู่กับน้ำจิ้มเข้ากัน ผักกาดขาวผัดมากรอบน่าทานไม่เหนียว หมูนุ่ม,ติชมอาหารและบริการ,wongnai_real
Chashu men 305 เส้นราเมงหน้าระดับ4 เหนียวนุ่มในน้ำซุปกระดูกหมู พร้อมท๊อปด้วยหมูชาชูแผ่นใหญ,ติชมอาหารและบริการ,wongnai_real
วันนี้มีโอกาสสั่งขนมจีนแบบแห้ง น้ำข้น,ติชมอาหารและบริการ,wongnai_real
ก้รุ้จัก เราชอบมาก ไส้เค็ม หมู ไข่เค็ม กุนเชียง มาเต็มมาก,ติชมอาหารและบริการ,wongnai_real
บะหมี่น้ำ เส้นใหญ่แห้ง,ติชมอาหารและบริการ,wongnai_real
มีรสหวาน,ติชมอาหารและบริการ,wongnai_real
ไก่ฉีก เป็นไก่ต้มฉีกเนื้อเหนียวนุ่มกำลังดี กินง่ายหน่อยเพราะไม่ต้องนั่งแทะกระดูกเอง,ติชมอาหารและบริการ,wongnai_real
ลิ้นจี่ ไอซ์ที จืด,ติชมอาหารและบริการ,wongnai_real
สั่ง no 1 no 4 และคราฟเองอีกชิ้นค่ะ เป็น เบอร์เกอร์เนื้อสองชั้นเพิ่มชีสสองชิ้น มาชิ้นใหญ่ เห่อถ่ายรูปแป๊บนึง เฟร้นช์ฟรายกับมันหวานทอดก็มา,ติชมอาหารและบริการ,wongnai_real
กุ้งแม่น้ำ กุ้งทะเล ตัวขนาดกลาง สดใช้ได้ ไม่เละ,ติชมอาหารและบริการ,wongnai_real
ทีโบนแบบมีเดียรครับ มันบด แมคชีส และ กระดูกมาโลว สั่งตามเขา ปรากฎว่ากินไม่เป็นครับ มันๆเลี่ยน,ติชมอาหารและบริการ,wongnai_real
ไปลองมา 2 จาน 2 ซอสคนละแบบ ผัดไทยมันกุ้งห่อไข่ จะสีส้มๆแดงๆหน่อย รสจะออกหวานมาก เราชอบอีกแบบมากกว่าเป็นสูตรดั้งเดิมสีนวล,ติชมอาหารและบริการ,wongnai_real
รวมทั้งแอ็บรังผึ้ง รสชาติมัน,ติชมอาหารและบริการ,wongnai_real
เหนียว ปรุงรสอร่อย,ติชมอาหารและบริการ,wongnai_real
เอาขาเล็กกับไส้มาแกขัด ต้องสั่งข้าวทางร้านด้วย ผมว่ามันเข้าได้ดีกับขาหมูแบบนี้ มากินข้าวที่บ้านไม่อร่อย คิดไปเองไหมไม่สนฮ่า,ติชมอาหารและบริการ,wongnai_real
ช่วงนี้ นักท่องเที่ยว ก็จะไปแน่นๆแถวชลบุรีและหัวหินหน่อย ถ้าใครมาพัทยาแล้วยังไม่เคยแวะร้านนี้ก็อาจจะถือว่าพลาด สำหรับสายหวาน,ติชมอาหารและบริการ,wongnai_real
จานต่อจาน เหมือนทำไว้แล้ว และมาปรุงก่อนเสริฟ เล็กน้อย อาหารถึงได้มาเร็ว และไม่ร้อนเหมือนปรุงสด และรสชาดไม่ค่อยผ่าน โดยเฉพาะหมึกผัดผงกะหรี่ ผัดมาแบบน้ำแห้งมาก,ติชมอาหารและบริการ,wongnai_real
บ่อยครั้งที่แนนแนนสั่งแกงเหลืองแล้วต้องเติมน้ำร้อนลงไปเพื่อลดความเผ็ดจึงทำให้เครื่องแกงหรือจืดลง,ติชมอาหารและบริการ,wongnai_real
อาหารออกไปทางเค็ม แต่อาหารได้เร็วค่ะ มีน้ำฝรั่งกินแล้วสดชื่นดี โดยรวม สำหรับเรา พอใช้ค่ะ ยังไม่ถึงกับอร่,ติชมอาหารและบริการ,wongnai_real
หน้าตาดูเละ,ติชมอาหารและบริการ,wongnai_real
ครีมลาวาไม่หวานทำให้ทานแล้วไม่เลี่ยน,ติชมอาหารและบริการ,wongnai_real
เนื้อโจ๊กนวลเนียน ใช้ปลายข้าวอย่างดี หอมกลิ่นไหม้เตาถ่าน เป็นเอกลักษณ์ของร้านนี้,ติชมอาหารและบริการ,wongnai_real
ซูชิของที่นี่เนื้อชิ้นหนา สด และไม่คาวคะ ส่วนตัวแล้วชอบเมนูแซลมอน และไข่หวาน ไข่หวานของเค้าไม่หวานมาก กำลังดี,ติชมอาหารและบริการ,wongnai_real
คลุกแป้ง คั่วมาแห้งกำลังดี ทานพร้อมพริกกระเทียม เริ่ด,ติชมอาหารและบริการ,wongnai_real
โดยเฉพาะไข่เจียวปูกับแกงเขียวผัดแห้ง,ติชมอาหารและบริการ,wongnai_real
ดาวเท่านั้นคะ,ติชมอาหารและบริการ,wongnai_real
แกงผักหวานไข่มดแดง 5 ดาว,ติชมอาหารและบริการ,wongnai_real
เริ่มต้นจากร้านอาหารเสฉวนเจ้าประจำเริ่มรสชาติเปลี่ยนไป เลยเสาะหาร้านใหม่ตามรีวิว,ติชมอาหารและบริการ,wongnai_real
ทางร้านเปลี่ยนถาดย่างให้ด้วย ถ้าเริ่มไหม้นิด,ติชมอาหารและบริการ,wongnai_real
วุ้นเส้นผัดไข่ จืดไปหน่อยคะ สั่งมาแก้เผ็ดได้,ติชมอาหารและบริการ,wongnai_real
โจ๊กร้านนี้เป็นเอกลักษณ์ที่กลิ่นไหม้หน่อย,ติชมอาหารและบริการ,wongnai_real
รีวิวของวันที่ 30 มีนาคม 2562,ติชมอาหารและบริการ,wongnai_real
ห้อยจ้อ รสชาดออกเปรี้ยวนิดๆปูไม่ค่อยเยอะ,ติชมอาหารและบริการ,wongnai_real
หมี่กระเฉดผัดกุ้งก็โอเคนะ ไม่มัน ผักกะเฉด กรอบไม่เหนียว เพลงเพราะ อาหารอื่นๆก็รสชาติดีนะ,ติชมอาหารและบริการ,wongnai_real
ร้านนี้ทำเร็ว แบ่งหน้าที่กันชัดเจน ทั้งสุกี้แห้งสุกี้น้ำ น้ำจิ้มสุกี้ที่นี่เป็นเอกลักษณ์ รสชาดดี แยกมาเป็นถ้วยต่างหาก,ติชมอาหารและบริการ,wongnai_real
ร้านอาหารรับลมทะเลอ่าวไทยในย่านชานเมือง ขับรถไม่ไกล แต่ได้บรรยากาศธรรมชาติ อาหารค่านข้างจะหายร้อนไว เพราะลมทะเลโกรกตลอดเวลา รสชาติอาหารออกไปทางหวานนำเค็มตาม ราคาค่อนข้างไม่แพงเมื่อเทียบกับบรรยากาศที่ได้รับไปนั้น,ติชมอาหารและบริการ,wongnai_real
ฮันนี่โทสต์ ชุ่มฉ่ำเนย เสิร์ฟมาพร้อมกับไอติมวานิลา กับผลไม้สตรอเบอร์รี่และมะม่วงอกร่องหวาน,ติชมอาหารและบริการ,wongnai_real
จนมาอายุเริ่มมาขึ้นทานข้าวหมูแดงมาหลายร้านแต่ก็คิดในใจว่าทำไมร้านอื่นไม่อร่อยเท่าร้าน,ติชมอาหารและบริการ,wongnai_real
เห็นรีวิวเยอะมากๆๆ,ติชมอาหารและบริการ,wongnai_real
ชอบมากๆค่ะ พวกหมูหมักทั้งหลายก็อร่อย แถมเป็นบุฟเฟ่ที่ราคาไม่แพงอย่างที่คิด เขียนรีวิวตอนนี้แล้วแบบ อยากไปกินอีก,ติชมอาหารและบริการ,wongnai_real
ได้มากินร้านนี้อีกครั่งหลังจากที่เคยกินเมื่อหลายปีก่อนแล้วติดใจแต่พบว่าปริมาณอาหารต่อจานน้อยลงมาก อย่างกรรเชียงปูเนี่ยะ พอพนักงานมาเสิร์ฟนี่ ทุกคนในโต๊ะตกใจเลยว่าทำไมมันน้อยอย่างนี้ อย่างกับเหลือมาจากโต๊ะอื่น แล้วก็มีสั่งกั้งแก้วทอดกระเทียม รสชาดอร่อยเสียแต่ทอดกั้งมาไม่กรอบเท่าไหร่ ไม่งั้นจะกินทั้งขาได้ แต่คราวนี้ทีาไม่ดีเลยคือน้ำจิ้ม และพวกยำ เราสั่งยำไข่แมงดาด้วย ไม่อร่อยเลย น่าจะเพราะใช้เป็น,ติชมอาหารและบริการ,wongnai_real
ขอรีวิวรวม,ติชมอาหารและบริการ,wongnai_real
Youtube รีวิวเพื่อ Review for,ติชมอาหารและบริการ,wongnai_real
เผ็ด หวาน และไม่มีถั่วลิสง ใน ส้มตำ แปลกดี ขนาดถั่วฝักยาวก็ไม่ค่อยเห็นนะ,ติชมอาหารและบริการ,wongnai_real
แต่คนเยอะเว่อร์ มากินวันเสาร์เย็น เมนูที่สั่งมีกะพงทอดราดน้ำปลา อ่อส่วน ปูเย็น กุ้งอบวุ้นเส้น รสชาติธรรมดา แต่กุ้งวุ้นเส้นไม่ผ่าน ไม่อร่อย เส้นแข็ง,ติชมอาหารและบริการ,wongnai_real
เรื่องเสริฟอาหาร ทำ คือช้ามากนะ แค่ลวกบะหมี่ สับเป็ด วาง เอาน้ำราด มันช้ามากๆจริง,ติชมอาหารและบริการ,wongnai_real
ปรากฏว่ามีคนรออยู่ 4 5 คนและทุกคนต่างรอไส้หวาน,ติชมอาหารและบริการ,wongnai_real
แต่ร้านนี้มีชื่อเสียงมากเลยมาลองดู สั่งเป็นข้าวต้มปลาเก๋า 150 บาท ดูก่อน ลองตัวถูกสุดไปก่อน เผื่อไม่อร่อยจะได้ไม่เจ็บตัวมาก 55555555,ติชมอาหารและบริการ,wongnai_real
บรรยากาศร้านก็เป็นบ้านสไตล์ผู้ดี ตกแต่งด้วยของคลาสิก มันดูขลังและดูรวยไปอีก,ติชมอาหารและบริการ,wongnai_real
มีโอกาสได้ไปทานร้านอาหารกับครอบครัวแถวบางปู เลยเปิดวงในดูร้านอาหารมันสะเลย ปรากฎว่าเจอร้าน สายลมบางปู คนรีวิวเยอะมว๊ากก ช้าอยู่ใยตามไปดูกันเล๊ย,ติชมอาหารและบริการ,wongnai_real
เนื่องจากเห็นสังขยาใน IG มันน่าทานมาก,ติชมอาหารและบริการ,wongnai_real
จานที่2 ตามมาด้วยหมูสับเกี๋ยมช่าย จานนี้ก็ดีครับ ผัดเข้าถึงเนื้อหมู รสชาตเค็มๆเปรี้ยว ตามมาด้วยถั่วแขกผัดหมูสับจานนี้ ผัดมาแห้งมาก แต่อร่อยถั่วทอดมากรอบเข้ากับหมูสับได้ดี จานสุดท้ายห้ามพลาดเลย คือไก่ฉีก,ติชมอาหารและบริการ,wongnai_real
กันเเละอาหารก็ไสตล์เดียวกัน อีกต่างหาก,ติชมอาหารและบริการ,wongnai_real
แซลมอน สดดี มันกำลังดีค่ะ,ติชมอาหารและบริการ,wongnai_real
หลังจากเสร็จธุระย่านบางนาตอนหัวค่ำ ก็เกิดอยากทานแนวร้านข้าวต้ม กดดูรีวิวเลยมาเจอกับร้านนี้ที่ได้ user s choice 2019 เลยมาลองซะหน่อย,ติชมอาหารและบริการ,wongnai_real
2 หอยลายผัดพริกเผา ราคา 150 หอยตัวใหญ่ดีค่ะ แต่รสชาติออกหวานไปนิดคง,ติชมอาหารและบริการ,wongnai_real
เนื้อเปื่อยดี ลูกชิ้นเด้ง เนื้อสดเหนียวเป็นบางชิ้น,ติชมอาหารและบริการ,wongnai_real
นี่ไปเชียงใหม่ต้องไปอัพเดทร้านอาหารมากมายที่ผุดขึ้นเป็นดอกเห็ด มีนาเป็น 1 ในลิสต์ค่ะ อาหารไทยฟิวชั่นท่ามกลางธรรมชาติ แต่ตอนไป นี่น้ำในสระที่ขุดไว้แห้งไปหน่อยนะคะ เลยดูไม่ค่อยงามไปนิด แต่ไม่เป็นไร เราไปโฟกัสที่อาหารกัน 555 อาหารดูดีทุกจานเลยค่ะ เริ่มที่ข้าว 5 สีพาวเวอร์เรนเจอร์ นี่มโนเอง 555 จัดมารูปแบบพีระมิด สวยงามค่ะ ส่วนของอาหาร สั่งกุ้งชุบข้าวทอด อร่อยค่ะ ชอบมาก ต่อมาเป็นต้มแซ่บชามใหญ่,ติชมอาหารและบริการ,wongnai_real
เราไม่เห็นคำว่ามิโสะหวานเองพอได้ชิมปุ๊บโอ่ยหวานเกินล,ติชมอาหารและบริการ,wongnai_real
ที่แนะนำอีกเมนูก็คือต้มแซ่บ เผ็ด เปรี้ยว แซ่บสมชื่อ โดยรวมแล้วถือว่าดีมาก รสชาติอร่อย ราคาไม่แพง,ติชมอาหารและบริการ,wongnai_real
เนื้อมาแบบเกือบจะ raw แบบที่เห็นแต่นุ่มไม่เหนียวไม่คาว เข้ากันไ,ติชมอาหารและบริการ,wongnai_real
ผัดผักรสชาติจืดเหมือนเมืองจีนทั่วไป,ติชมอาหารและบริการ,wongnai_real
รีวิวอาหาร ขนมเบื้อง แม่ประภา ร้านต เง๊กชวน,ติชมอาหารและบริการ,wongnai_real
สุกี้แห้งทะเล สุกี้แห้งรวมมิตร 60 บาท,ติชมอาหารและบริการ,wongnai_real
ลาบหมูคั่วก็คล้ายๆกับลาบภาคอิสานแต่ว่ามีกลิ่นสมุนไพรอะไรซักอย่างก็อร่อยดีแต่ไม่ได้เผ็ดเปรี้ยวแบบของอิสาน,ติชมอาหารและบริการ,wongnai_real
แล้วไม่ติดใจเลย รู้สึกว่าไม่อร่อยเท่าชื่อเสียงที่ได้ยินมา,ติชมอาหารและบริการ,wongnai_real
ขนมจีนไหหลำ เอาจริงๆเราไม่ค่อยชอบรสชาติแบบนี้ แต่บางคนอาจจะถูกปาก ตัวเส้นคล้ายๆอุด้ง แต่เหนียวน้อยกว่าค่ะ,ติชมอาหารและบริการ,wongnai_real
เชียงดาผัดไข่ 50 บาท ผัดมาได้หอม นุ่ม ผักไม่เหม็นหรือเหี่ยวเลย รสโดยรวมติดเค็มนิด,ติชมอาหารและบริการ,wongnai_real
ส่วนตัวแนะนำice americano นะเข้มสุด ตัว Bana Cotta แอบบหวานอยู่แต่เปนคนไม่กินหวานเลยนะ อยู่ที่รสปากจองแต่ละคนด้วยค่ะ,ติชมอาหารและบริการ,wongnai_real
มากินช่วงเทศกาลเจ เย็นตาโฟรสเด็ด อร่อยแบบไม่ต้องปรุงเพิ่มเลยทีเดียว กินคู่กับเผือกทอดและสาหร่ายทอดกรอบ อร่อยจนเกือบหยุดไม่ได้เลยทีเดียว ตามด้วยขนมหวานโบ๊กเกี่ยแก้เผ็ดที่ขายอยู่ข้างๆร้านก๋วยเตี๋ยว ขนมหวานอร่อยรสชาติไม่หวานมาก,ติชมอาหารและบริการ,wongnai_real
ผมสั่งเส้นเล็กต้มยำทะเล จะมีกุ้งปลา ใส่เห็ดฟางมาเยอะดี ที่ชอบที่สุดคือ ไข่ต้มเหยิ้มๆทีใส่มานี่แหละ แต่น้ำต้มยำออกหวานไปนิด แ,ติชมอาหารและบริการ,wongnai_real
ท้องแซลมอนย่าง มันมาก แอบเลี่ยนเบา,ติชมอาหารและบริการ,wongnai_real
แนะนำถ้ามาวันธรรมดาจะดี มาถึง 10 45 ได้คิวแล้วสั่งอาหาร มีทั้งข้าวซอยปกติและข้าวซอยแห้ง มีน่องไก่ เนื้อตุ๋นและอีกหลายอย่าง สามารถเลือกเพิ่มได้,ติชมอาหารและบริการ,wongnai_real
น้ำพริกอ่อง เสริพคู่กับผักลวกชุดใหญ่ ไม่เผ็ดมาก และ ไม่ติดหวาน,ติชมอาหารและบริการ,wongnai_real
55 นะครับ และวันนี้ก็จะเป็นวันสุดท้ายของสัปดาห์ที่ผมจะมาเขียนรีวิวร้านอาหารที่พัทยา,ติชมอาหารและบริการ,wongnai_real
ทางด้านอาหารเป็นที่น่าเสียดายว่าจานที่คาดหวังอย่าง แกงส้ม ดันออกมาไม่จัดอย่างที่คาด แต่คงโทษทางร้านไม่ได้ เดราะดันเป็นคนไม่ชอบแกงส้มภาคกลางนี่สิ ซึ่งมันจะออกไปทางหวานหน่อย,ติชมอาหารและบริการ,wongnai_real
จิ้นส้มแอบแข็งไปนิด ปกติเคยทาแต่แบบนิ่มๆ เห็ดถอบก็เจอแบบแข็ง ไม่แน่ใจว่าเป็นเห็ดแก่ร,ติชมอาหารและบริการ,wongnai_real
หมู ปัก และอื่นๆคือมันดีมากสดมาก,ติชมอาหารและบริการ,wongnai_real
กุ้งหวาน ออกคาว,ติชมอาหารและบริการ,wongnai_real
DDDDDD เมนูอาหารเยอะหลากหลาย สถานที่กว้างขวาง ไม่แออัด,บริการไม่ดี,wongnai_real
บรรยากาศเป็นบ้านไม้ทรางไทย ไม่มีแอร์ ที่นั่งมามากมาย มีร้านขายขนม ขายของจุกจิก และขายผ้าด้วยค่ะ,บริการไม่ดี,wongnai_real
มีห้องแอร์เสียตังเพิ่มแต่คุ้มสุด,บริการไม่ดี,wongnai_real
ก็พอทานได้ค่ะ คนงานที่มารับออเดอร์เป็น ชาว ต่างชาติ ชอบพูดคุยกันเสียงดัง ตามประสาสาว,บริการไม่ดี,wongnai_real
บรรยากาศร้าน ดี มีน้ำตก แบ่งเป็นห้องต่างๆทำให้ไม่วุ่นวายและดูแลทั่วถึง,บริการไม่ดี,wongnai_real
ร้านไม่สะอาด พื้นแฉะ มีแมลง ย้ายสองโต๊ะก็เจอแมลงเหมือนเดิม,บริการไม่ดี,wongnai_real
หากมานั่งรับประทานด้านในจะเป็นห้องแอร์ ซึ่งเวลาคนนั่งเต็มจะเป็นบรรยากาศเหมือนร้านปิ้งย่าง เพราะเสิร์ฟมาในกระทะร้อน,บริการไม่ดี,wongnai_real
ที่หนึ่งในใจเมื่อนึกถึงแกะย่าง จริงๆแล้วบุฟเฟ่ไลน์ของที่นี่มีความหลากหลายพอใช้ได้เลย ถ้ามาตอนกลางวันเราก็จะเน้นกินแกะย่าง lamb rack ที่ย่างมาอย่างดี ไม่มีกลิ่นเหม็น lamb เลย การมาทาน lamb ที่นี่ทำให้เราได้รู้ว่าเนื้อแกะที่อร่อยมันเป็นอย่างนี้นี่เอง อย่างอื่นใน line buffet ที่ไม่ควรพลาดก็จะมีพวกซูชิ ซาชิมิ seafood on ice น้ำจิ้มซีฟู้ดที่นี่ปรุงได้แซ่บอร่อย พวกขนมปังและ cold cut ก็ดี และตบท้ายด,บริการไม่ดี,wongnai_real
พามาเปลี่ยนบรรยากาศกันบ้าง มานั่งทานอาหารริมทะเลบางปู กันค่ะ แนะนำให้จองที่นั่งล่วงหน้านะ พาคุณแม่มาทานวันธรรมดาคนเลยไม่แน่นมากสบาย,บริการไม่ดี,wongnai_real
ร้าน Isao อยู่ในซอยสุขุมวิท 31 เดินเข้าซอยมาประมาณ 150 เมตร อยู่ซ้ายมือค่ะ ร้านมีขนาดเพียง 1 คูหา นั่งได้ 2 ชั้น ร้านเปิดเป็นเวลานะคะ ถ้าไม่ได้จองแนะนำให้มาช่วงเพิ่งเปิดร้าน จะได้ไม่ต้องรอนานมากค่ะ,บริการไม่ดี,wongnai_real
เราเลือกนั่งโซนขวามือ เพื่อชมบรรยากาศทะเลเเบบโอเพ่นแอร์ อาหารที่เราสั่ง 3 อย่างประกอบด้วย หอยเเครงลวก ปลาหมึกย่าง และกุ้งอบวุ้นเส้น น้ำจิ้มซีฟู้ดที่นี่รสชาติโอเคเลย โดยรวมมาก,บริการไม่ดี,wongnai_real
ซึ่งคนค่อนข้างมาก แต่การจัดการคิวทำได้ดี ไม่นานก็มีที่นั่งครับ ซึ่งมีทั้งโซนแอร์ และโซนไม่มีแอร์ ซึ่งจะมีที่นั่งมากกว่า ไม่ร้อนด้วยครับ เพราะห้อมล้อมด้วยต้นไม้คลุมทั่วบริเวณครับ แถมไม่มีแมลงวัน,บริการไม่ดี,wongnai_real
ร้านเจ๊โอ๊วย้ายมาเปิดร้านใหม่ใกล้ๆร้านเดิม ร้านใหม่ดูดีและกว้างกว่าเดิมเยอะเลยค่ะ แต่ที่เหมือนเดิมคือลูกค้าเยอะและเสียงดังเหมือนเดิม บรรยากาศแบบนี้มีตั้งแต่ร้านเก่าเป็นจุดเด่นของเจ๊โอ๊วเลยค่ะ นุ๊กมาทานตอน 4 ทุ่ม คนเยอะค่ะเป็นปกติของร้านนี้,บริการไม่ดี,wongnai_real
ร้าน โต๊ะมีหลายโต๊ะ ทั้งโซนห้องแอร์ด้านในและ ด้านนอก โต๊ะไม่ติดกันแน่นจนเกินไป กำลังดีค่ะ,บริการไม่ดี,wongnai_real
ไม่มานาน เหมือนเดิม ร้านหัวมุม เปิดโล่ง ฝุ่นเยอะ และร้อน,บริการไม่ดี,wongnai_real
เป็นที่รู้จักกันมากสำหรับก๋วยเตี๊ยวร้านนี้ พอไปถึงพนักงานต้อนรับพูดเสียงดังในการเชิญเข้าร้าน ตอนกลางวันคนเยอะมาก มีขนมถ้วยให้กินอยู่บนโต๊ะ มีเมนูหลากหลาย ส่วนมากราคาจะอยู่ที่ประมาณ 50 65 บาท ให้เยอะสมราคา,บริการไม่ดี,wongnai_real
เป็นร้านขนาดใหญ่มี 2 ฝั่ง ถ้าเทศกาลเจก็จะมีอาหารเจแต่แยกคนละฝั่ง ฝั่งขวาจะเป็นห้องแอร์,บริการไม่ดี,wongnai_real
ตือฮวนอรุณวรรณที่เอกมัย 15 เป็นตือฮวนเกี่ยมฉ่ายในห้องแอร์ ร้านประจำของคนแถวนี้ มาเที่ยงๆนี่เหมือนเก้าอี้ดนตรีเลยจ้า คนมหาศาลบานตะไท,บริการไม่ดี,wongnai_real
พื้นสกปรก มีสุนัขจรจัด มาขออาหารตามโต๊ะ,บริการไม่ดี,wongnai_real
พื้นที่ห้องแอร์โดนจับจองเต็ม ควรโทรมาจองก่อน วันนี้เลยนั่งแบบร้อน,บริการไม่ดี,wongnai_real
หรือชั้นสองห้องติดแอร์ หากใครผ่านมาทางนี้ แวะเวียนเข้ามาชิมกันได้นะครัชช อ่อ แต่ทางร้านขอคิดค่าแอร์คนละ 10 บาทนะคร้าบ,บริการไม่ดี,wongnai_real
ปานกลางค่ะ ห้องน้ำมี2ห้อง ช ญ คนละห้อง,บริการไม่ดี,wongnai_real
มื้อเช้าสำคัญมาก ถ้าใครอยากกินเกาเหลาร้อนๆในห้องแอร์เย็นมาร้านนี้เลยอยู่เอกมัยถ้ามาจากbts อยู่ซ้ายมื้อริมถนน,บริการไม่ดี,wongnai_real
มาถึง 11 00 คนแน่นร้านเลย ที่นั่งแออัดไปนิดนึง พนักงานบริการว่องไว,บริการไม่ดี,wongnai_real
ร้านข้าวต้มรสชาติดีย่านลาซาล มีห้องแอร์ อาหารรสชาติทานได้แทบทุกอย่าง ถือว่าฝากท้องในย่านนี้ได้,บริการไม่ดี,wongnai_real
เป็นบานหน้าต่างเปิดออก มองเห็นรถที่จอดข้างนอกครับ แต่มีกระจกกันแอร์ออก,บริการไม่ดี,wongnai_real
ตอนนี้ด้านหลังเป็นห้องแอร์แล้วด้วยนั่งสบายค่ะ,บริการไม่ดี,wongnai_real
เห็นแล้วแอบอึ้งไปนิด รอคิวประมาณ 30 นาที ก็ได้กิน เลยลองสั่งผัดไทเส้นจันทน์มันกุ้ง กุ้งสดห่อไข่ไป ราคา 80 บาท สั่งเสร็จรอคิวอาหารอีกนานเหมือนกันกว่าจะได้ รสชาติผัดไทยโดยรวมอร่อย ไม่ต้องปรุงเพิ่ม เส้นนุ่ม หอมกลิ่นกระทะ แต่ราคาแอบสูงอยู่เหมือนกัน และรอคิวนานมาก,บริการไม่ดี,wongnai_real
ส่วนตัวสั่งคั่วไก่จานร้อน 80 บาท รอนานมาก,บริการไม่ดี,wongnai_real
แต่ร้านกว่างมากเลยไม่รู้สึกว่าคนเยอะ ธีมป่ายันห้องน้ำเลยค่ะ,บริการไม่ดี,wongnai_real
โต๊ะ นั่งไม่แออัดมาก,บริการไม่ดี,wongnai_real
แก้วน้ำเหมือนไม่ได้ล้างมาเลย สกปรกเป็นที่สุดไม่น่าเชื่อว่าร้านอาหารที่ได้รับคะแนนดีจะไม่รักษาคุณภาพเลย,บริการไม่ดี,wongnai_real
ไปช่วงเย็นวันอาทิตย์ คนเยอะ รอคิวนานมาก พนักงานดูโรยราเพราะลูกค้าเยอะมาตั้งแต่กลางวัน พอได้โต๊ะก็รอนานทั้งอาหาร เครื่องดื่ม สั่งอะไรไปก็ช้า ตามไปก็เท่านั้น แรกๆก็เข้าใจเพราะลูกค้าเค้าเยอะจริง,บริการไม่ดี,wongnai_real
ทุกอย่างจะวุ่นวายม๊าก ลองมาทุกสาขาแล้วยกเว้นที่สาขานี้ขอลองดูหน่อย,บริการไม่ดี,wongnai_real
ระหว่างนั่งทานอยู่ก็เหลือบมองมีแมลงสาบเดิน แค่นั้นละ,บริการไม่ดี,wongnai_real
บริการห่วย อาหารออกช้ามาก และคุณภาพอาหารห่วยแย่หนักกว่านั้นอีกค่ะ,บริการไม่ดี,wongnai_real
อากาศร้อนมากไปตอนเที่ยง,บริการไม่ดี,wongnai_real
วันนี้มารอนานมาก,บริการไม่ดี,wongnai_real
ร้านดูไม่ค่อยสะอาด ช้อนส้อมใส่ถุงพลาสติกใสให้แต่พอแกะมาตัวช้อนมีคราบเหนียวระดับนึงครับ ต้องเอาทิชชู่เช็ดอีกรอบ,บริการไม่ดี,wongnai_real
เปนร้านอาหารที่บรียากาศน่ารัก รมรื่นมากค่ะ แม้จะอยู่ในซอยแต่คนมาทานแน่นมากจะบอกให้,บริการไม่ดี,wongnai_real
สาขาประจำตัว อยู่ที่ Silom Complex ไปแต่ละที เต็มโต๊ะ วุ่นวายมาก 555,บริการไม่ดี,wongnai_real
บรรยากาศห้องแอร์เย็นๆ,บริการไม่ดี,wongnai_real
ร้านมีแอร์ เป็นสไตล์ร้านอาหาร มากกว่าบาร์ๆชิว,บริการไม่ดี,wongnai_real
ไม่ว่าจะเอากุ้งหรือหมึกมากินก็ลงตัว จนไม่สนใจเลยว่ากุ้งนี้สดไหม เพราะมัวแต่ถูกใจน้ำจิ้ม 555 ผักก็มาแบบอ่อน,บริการไม่ดี,wongnai_real
สั่งไลน์แมน เดียวนี้คนใช้เยอะระบบเลอะเทอะน่าเบื่อ,บริการไม่ดี,wongnai_real
ร้านอยู่ในซอยแบริ่งใกล้กับโรงเรียนเซนต์โยเซฟบางนามีที่จอดรถ มีโต๊ะเยอะค่ะและคนก็เยอะตลอดเลยโดยเฉพาะวันอาทิตย์ช่วงเย็นรอคิวนานมากค่ะร้านเป็นห้องแอร์น่านั่งสะอาดบริการดี,บริการไม่ดี,wongnai_real
